<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.07	10182.309	10375.390	10122.893	10329.934	85210	0	141
2020.01.08	10329.877	10395.310	10134.236	10208.524	85278	0	141
2020.01.09	10208.496	10226.894	10066.139	10084.043	85192	0	140
2020.01.10	10084.025	10105.505	9901.354	10091.819	85286	0	138
2020.01.11	10091.783	10138.750	9826.404	9866.329	85184	0	137
2020.01.12	9866.328	9988.780	9755.343	9987.123	85195	0	136
2020.01.13	9987.109	10007.212	9807.173	9888.754	85224	0	137
2020.01.14	9888.726	9977.994	9704.497	9716.664	85132	0	135
2020.01.15	9716.613	9847.976	9595.047	9749.060	85168	0	134
2020.01.16	9749.050	9881.847	9692.741	9794.105	85169	0	135
2020.01.17	9794.087	9947.102	9687.425	9883.847	85162	0	135
2020.01.18	9883.838	9910.480	9624.531	9629.898	85161	0	134
2020.01.19	9629.864	9762.676	9523.046	9626.125	85200	0	133
2020.01.20	9626.118	9665.796	9494.292	9494.292	85212	0	132
2020.01.21	9494.278	9608.807	9394.137	9490.654	85148	0	131
2020.01.22	9490.649	9673.724	9442.102	9444.443	85109	0	132
2020.01.23	9444.432	9509.088	9372.727	9407.863	85181	0	131
2020.01.24	9407.833	9445.010	9245.743	9332.705	85109	0	129
2020.01.25	9332.674	9423.168	9127.232	9127.232	85054	0	127
2020.01.26	9127.225	9127.951	8862.043	8865.970	85081	0	124
2020.01.27	8865.956	9183.767	8862.692	9180.969	84833	0	124
2020.01.28	9180.948	9393.599	9179.638	9279.881	85141	0	128
2020.01.29	9279.872	9378.699	9233.514	9313.152	85099	0	129
2020.01.30	9313.149	9355.883	9061.441	9109.130	85097	0	126
2020.01.31	9109.106	9236.365	9046.723	9203.618	85097	0	126
2020.02.01	9203.599	9203.599	9025.087	9181.105	85105	0	126
2020.02.02	9181.083	9260.014	9129.451	9175.391	85191	0	127
2020.02.03	9175.383	9195.913	8901.191	8901.191	85074	0	124
2020.02.04	8901.182	8905.299	8704.558	8844.910	85075	0	121
2020.02.05	8844.877	8895.007	8613.106	8677.343	85069	0	120
2020.02.06	8677.335	8736.719	8551.799	8634.905	85013	0	119
2020.02.07	8634.875	8661.563	8416.233	8611.197	84985	0	117
2020.02.08	8611.170	8750.108	8536.909	8743.354	85015	0	119
2020.02.09	8743.346	8797.392	8536.395	8565.010	84992	0	119
2020.02.10	8564.974	8609.454	8394.865	8436.593	84922	0	117
2020.02.11	8436.579	8451.427	8318.729	8375.439	85010	0	116
2020.02.12	8375.430	8459.834	8274.116	8274.116	84955	0	115
2020.02.13	8274.089	8341.335	8096.028	8117.353	84902	0	113
2020.02.14	8117.349	8538.732	8081.455	8513.187	84980	0	113
2020.02.15	8513.175	8595.355	8425.004	8498.887	84988	0	117
2020.02.16	8498.866	8538.093	8276.350	8476.418	85006	0	115
2020.02.17	8476.405	8525.878	8384.789	8400.646	85009	0	117
2020.02.18	8400.638	8427.617	8294.580	8299.530	84936	0	116
2020.02.19	8299.499	8461.643	8286.694	8382.473	85007	0	116
2020.02.20	8382.467	8619.154	8363.907	8470.916	84984	0	117
2020.02.21	8470.911	8762.408	8466.574	8525.602	85055	0	118
2020.02.22	8525.586	8582.867	8299.161	8373.569	84975	0	116
2020.02.23	8373.537	8548.038	8340.629	8512.413	84968	0	116
2020.02.24	8512.411	8636.886	8422.487	8635.733	85000	0	117
2020.02.25	8635.716	8771.353	8586.603	8743.390	84978	0	120
2020.02.26	8743.380	8823.020	8648.325	8801.986	85000	0	121
2020.02.27	8801.962	8973.327	8798.070	8863.550	85095	0	123
2020.02.28	8863.541	9081.261	8836.596	9004.328	84950	0	123
2020.02.29	9004.290	9110.629	8960.792	9096.642	85079	0	125
2020.03.01	9096.620	9115.855	8874.048	9056.622	84975	0	124
2020.03.02	9056.605	9128.168	8911.675	9054.146	85028	0	124
2020.03.03	9054.133	9201.119	9006.608	9036.696	85098	0	126
2020.03.04	9036.679	9163.699	9028.717	9068.235	85128	0	126
2020.03.05	9068.221	9205.925	8981.864	9035.831	85044	0	125
2020.03.06	9035.826	9166.525	8840.460	8859.202	85088	0	123
2020.03.07	8859.192	8994.943	8788.982	8993.913	85040	0	123
2020.03.08	8993.874	9006.031	8734.605	8764.298	85057	0	122
2020.03.09	8764.253	8888.819	8647.429	8866.523	85022	0	121
2020.03.10	8866.503	8971.641	8811.100	8899.745	85037	0	123
2020.03.11	8899.729	9121.164	8830.728	9045.401	85088	0	123
2020.03.12	9045.384	9392.671	9009.755	9381.361	85087	0	126
2020.03.13	9381.356	9381.356	9136.759	9229.926	85091	0	127
2020.03.14	9229.906	9244.436	9044.878	9127.949	85053	0	126
2020.03.15	9127.920	9439.109	9123.976	9404.780	85128	0	127
2020.03.16	9404.772	9404.772	9150.326	9225.754	85124	0	128
2020.03.17	9225.753	9606.144	9207.697	9599.613	85088	0	128
2020.03.18	9599.595	9599.595	9360.487	9389.073	85198	0	131
2020.03.19	9389.045	9430.068	9207.587	9228.366	85125	0	128
2020.03.20	9228.358	9343.492	9183.459	9246.745	85112	0	128
2020.03.21	9246.710	9276.093	9070.869	9070.869	85109	0	127
2020.03.22	9070.848	9174.200	9004.333	9038.338	85044	0	126
2020.03.23	9038.329	9052.606	8782.397	8811.574	85073	0	122
2020.03.24	8811.564	8897.434	8746.889	8819.828	85033	0	122
2020.03.25	8819.823	8856.915	8599.924	8612.224	85040	0	120
2020.03.26	8612.193	8824.210	8610.320	8785.436	85027	0	120
2020.03.27	8785.425	9128.387	8723.384	9108.725	85109	0	122
2020.03.28	9108.697	9339.873	9102.698	9211.459	85120	0	127
2020.03.29	9211.450	9450.174	9193.014	9398.690	85128	0	128
2020.03.30	9398.681	9452.901	9280.599	9377.994	85090	0	129
2020.03.31	9377.977	9404.370	9070.821	9080.413	84295	0	127
2020.04.01	9080.394	9308.178	9074.521	9290.887	85095	0	127
2020.04.02	9290.877	9363.940	9092.262	9212.044	85064	0	127
2020.04.03	9212.040	9406.386	9178.894	9223.852	85101	0	128
2020.04.04	9223.844	9232.650	8957.657	8957.657	85099	0	125
2020.04.05	8957.657	9161.920	8940.077	9139.765	85072	0	125
2020.04.06	9139.745	9303.237	9116.804	9244.232	85153	0	127
2020.04.07	9244.202	9501.762	9205.422	9445.918	85110	0	128
2020.04.08	9445.899	9538.497	9339.798	9393.578	85160	0	130
2020.04.09	9393.562	9566.388	9365.503	9388.294	85095	0	131
2020.04.10	9388.291	9405.059	9219.347	9339.594	85127	0	129
2020.04.11	9339.594	9347.240	9034.388	9052.816	85005	0	126
2020.04.12	9052.789	9175.322	8976.155	9067.135	85125	0	125
2020.04.13	9067.103	9154.298	9020.121	9039.127	85095	0	126
2020.04.14	9039.121	9099.511	8913.100	8931.226	85033	0	124
2020.04.15	8931.179	8992.312	8790.399	8804.518	85011	0	123
2020.04.16	8804.492	9115.096	8748.568	9084.611	85036	0	122
2020.04.17	9084.604	9121.237	8832.270	8881.750	85030	0	123
2020.04.18	8881.738	8917.116	8687.185	8715.883	85126	0	121
2020.04.19	8715.865	8806.683	8617.417	8759.800	85090	0	120
2020.04.20	8759.779	8967.524	8719.519	8915.210	85050	0	122
2020.04.21	8915.177	8990.607	8800.253	8824.455	85075	0	123
2020.04.22	8824.433	8868.753	8729.764	8754.081	85064	0	122
2020.04.23	8754.076	8830.033	8630.181	8728.564	85083	0	120
2020.04.24	8728.548	8905.627	8633.881	8739.282	84703	0	120
2020.04.25	8739.281	8946.233	8728.879	8884.918	84994	0	122
2020.04.26	8884.915	8998.515	8780.706	8922.088	85124	0	122
2020.04.27	8922.087	9258.051	8888.351	9201.282	85100	0	124
2020.04.28	9201.250	9388.466	9164.960	9306.427	85139	0	128
2020.04.29	9306.416	9375.566	9142.101	9195.668	85111	0	128
2020.04.30	9195.651	9258.311	9079.071	9155.998	85099	0	127
2020.05.01	9155.988	9254.100	8954.516	8958.024	85113	0	125
2020.05.02	8958.015	9338.778	8947.093	9309.319	85145	0	125
2020.05.03	9309.319	9405.253	9202.511	9280.992	85107	0	128
2020.05.04	9280.964	9294.356	9133.278	9179.009	85087	0	127
2020.05.05	9179.006	9285.114	9018.923	9217.251	85052	0	126
2020.05.06	9217.235	9340.450	9185.018	9265.252	85172	0	128
2020.05.07	9265.243	9521.716	9225.579	9336.107	85044	0	129
2020.05.08	9336.076	9580.122	9262.201	9262.202	85208	0	129
2020.05.09	9262.199	9672.483	9256.194	9668.048	85131	0	129
2020.05.10	9668.025	9758.609	9613.933	9707.543	85120	0	134
2020.05.11	9707.532	9809.763	9605.749	9700.043	85145	0	134
2020.05.12	9700.039	9838.763	9646.924	9823.915	85163	0	135
2020.05.13	9823.888	10183.869	9816.982	10038.625	85202	0	137
2020.05.14	10038.608	10185.147	10012.603	10102.832	85237	0	140
2020.05.15	10116.339	10335.025	10091.286	10250.769	85182	0	141
2020.05.16	10250.761	10275.408	10015.649	10034.214	85215	0	140
2020.05.17	10034.208	10169.203	9959.879	10052.713	85202	0	139
2020.05.18	10052.689	10354.918	10032.058	10251.170	85230	0	140
2020.05.19	10251.153	10292.636	10050.871	10122.301	85255	0	140
2020.05.20	10122.279	10209.289	9994.133	10037.861	85199	0	139
2020.05.21	10037.845	10208.922	9999.933	10156.084	85272	0	140
2020.05.22	10156.067	10214.952	9994.787	10206.312	85235	0	139
2020.05.23	10206.287	10214.194	10044.375	10094.265	85248	0	140
2020.05.24	10094.265	10115.774	9812.210	9875.631	84949	0	137
2020.05.25	9875.610	10124.782	9826.173	9936.876	85153	0	137
2020.05.26	9936.846	10234.951	9933.156	10114.857	85230	0	139
2020.05.27	10114.853	10188.225	10036.500	10159.084	85195	0	140
2020.05.28	10159.066	10229.807	9970.065	9971.306	85191	0	139
2020.05.29	9971.291	10099.821	9848.041	9920.927	85237	0	137
2020.05.30	9920.897	10043.912	9818.238	9976.585	85249	0	137
2020.05.31	9976.583	10238.524	9928.570	10080.872	85196	0	139
2020.06.01	10080.860	10195.524	9958.360	10144.256	85183	0	139
2020.06.02	10144.252	10565.514	10102.263	10413.899	85239	0	141
2020.06.03	10413.888	10468.552	10257.128	10269.014	83212	0	143
2020.06.04	10269.013	10372.850	10184.254	10196.260	85238	0	142
2020.06.05	10196.251	10224.960	10039.497	10047.883	85196	0	140
2020.06.06	10047.883	10207.146	9975.090	10122.323	85237	0	139
2020.06.07	10122.316	10322.139	10107.260	10141.382	85234	0	141
2020.06.08	10141.348	10255.376	10021.161	10214.065	85139	0	140
2020.06.09	10214.064	10333.908	10093.660	10235.246	85203	0	141
2020.06.10	10235.195	10355.566	10139.410	10309.700	85184	0	141
2020.06.11	10309.673	10310.086	10128.784	10270.629	85224	0	141
2020.06.12	10270.579	10594.030	10251.151	10537.010	85245	0	143
2020.06.13	10536.995	10577.259	10369.123	10517.254	85301	0	145
2020.06.14	10517.247	10730.803	10429.461	10629.630	85350	0	146
2020.06.15	10629.613	10718.042	10493.929	10537.471	85264	0	146
2020.06.16	10537.421	10583.038	10342.330	10367.721	85216	0	144
2020.06.17	10367.715	10584.598	10302.177	10384.551	85288	0	144
2020.06.18	10384.542	10446.655	10281.628	10349.220	85240	0	143
2020.06.19	10349.204	10451.900	10228.709	10448.137	85287	0	143
2020.06.20	10448.107	10514.928	10107.677	10107.677	85222	0	141
2020.06.21	10107.656	10220.610	10005.559	10108.744	85258	0	140
2020.06.22	10108.706	10306.220	10056.725	10277.199	85227	0	140
2020.06.23	10277.194	10455.940	10192.873	10377.942	85221	0	142
2020.06.24	10377.926	10508.803	10353.804	10408.402	84541	0	144
2020.06.25	10408.373	10538.224	10294.137	10329.090	85256	0	144
2020.06.26	10329.067	10378.079	10177.035	10284.918	85267	0	142
2020.06.27	10284.901	10444.269	10163.422	10265.175	85215	0	142
2020.06.28	10265.134	10309.033	10083.804	10091.709	85239	0	141
2020.06.29	10091.706	10214.390	9927.257	9993.428	85148	0	139
2020.06.30	9993.370	10022.574	9844.152	9850.192	85251	0	137
2020.07.01	9850.155	9850.155	9420.331	9455.663	85201	0	131
2020.07.02	9455.648	9669.971	9347.870	9635.453	85201	0	130
2020.07.03	9635.427	9939.430	9528.542	9853.573	85121	0	133
2020.07.04	9853.542	10020.272	9841.606	9927.079	85224	0	137
2020.07.05	9927.065	10120.090	9751.800	10072.858	85186	0	136
2020.07.06	10072.837	10105.466	9812.410	9812.410	85195	0	137
2020.07.07	9812.381	9918.927	9738.831	9799.014	85222	0	136
